,Unnamed: 0,crypto,price,price.1,price.1.1,price.1.1.1,price.1.1.1.1
48,,,,0.0,9.999999999975306e-07,0.0,2.000000000002e-06
49,,,,0.0,0.0,0.0,0.0
50,,,,1.000000000001e-06,4.999999999991123e-06,0.0,-8.599999999998886e-05
51,,,,2.000000000002e-06,3.9999999999901226e-06,9.499999999999786e-05,1.0000000000023879e-05
52,,,,8.999999999925734e-06,2.300000000010627e-05,0.0,-0.000140000000000029
53,,,,-8.500000000000174e-05,-0.0011100000000000554,0.0019850000000000145,-0.003257999999999983
54,,,,0.0,1.9999999999985307e-06,0.0,2.000000000002e-06
55,,,,5.000000000032756e-06,-8.00000000000245e-05,0.0,-6.40000000000085e-05
56,,,,9.999999999975306e-07,1.000000000001e-06,-1.000000000001e-06,1.9999999999985307e-06
57,,,,0.0,0.0,0.0,0.0
58,,,,0.0,0.0,0.0,0.0
59,,,,4.000000000004e-06,1.3000000000040757e-05,9.399999999992747e-05,-7.099999999993223e-05
60,,,,9.999999999940612e-07,2.000000000002e-06,-0.00028399999999999953,-9.10000000000008e-05
61,,,,0.01999999999998181,0.020000000000095497,0.009999999999990905,0.01999999999998181
62,,,,2.9999999999752447e-06,0.0001040000000000485,0.0,-7.40000000000185e-05
63,,,,0.0,9.999999999975306e-07,0.0,1.230055
64,,,,0.0,0.0,0.0,-1.230148
65,,,,3.999999999976245e-06,1.0000000000037756e-05,0.0,2.1000000000021002e-05
66,,,,0.0,0.0,0.0,1.000000000001e-06
67,,,,0.0,0.010000000000000009,0.0,-0.010000000000000009
68,,,,-0.00018099999999998673,0.0006829999999999892,0.0,0.000140000000000029
69,,,,-8.499999999989072e-05,2.599999999997049e-05,-9.500000000006725e-05,5.500000000002725e-05
70,,,,8.000000000008e-06,1.799999999990698e-05,-0.00018799999999991046,3.999999999998449e-05
71,,,,0.0,-15.319672,0.0,15.669672
72,,,,1.000000000001e-06,0.12203800000000001,0.00018899999999999473,-0.12221699999999999
73,,,,-0.00028100000000000347,0.262229,9.300000000006525e-05,-0.2621070000000001
74,,,,-8.700000000000374e-05,-0.453334,0.0,0.454432
75,,,,0.0,0.012666,0.0,-0.012666
76,,,,-9.39999999999986e-05,1.1171449999999998,0.0,-1.117049
77,,,,0.0,-1.11601,0.0,1.11601
78,,,,0.0,0.04272700000000001,0.0,-0.042725000000000006
79,,,,0.0,0.357885,-1.0000000000287557e-06,-0.35787599999999997
80,,,,7.000000000090267e-06,-0.40531600000000007,0.0,0.40537000000000006
81,,,,0.0,-0.005861,0.0,0.005862000000000001
82,,,,0.0,5.166692,0.0,-5.166691
83,,,,0.0,-5.165179,0.0,5.165179
84,,,,0.0,1.785179,0.0,-1.785179
85,,,,0.0,3.6399999999999997,-0.009999999999999787,-3.63
86,,,,-0.03000000000000025,-5.391945,0.0,5.4019449999999996
87,,,,0.0,0.076002,-1.000000000001e-06,-0.075904
88,,,,1.000000000001e-06,15.646044,0.0,-15.646032
89,,,,1.000000000001e-06,9.599999999999886e-05,0.0,-9.20000000000018e-05
90,,,,2.000000000002e-06,-8.800000000000474e-05,-9.500000000001174e-05,1.1000000000011001e-05
91,,,,0.0,1.1199999999999761,-0.009999999999990905,-0.009999999999990905
92,,,,1.0000000000065512e-05,2.8000000000028002e-05,0.0,5.999999999994898e-05
93,,,,0.010000000000001563,0.0,0.0,0.0
94,,,,0.0,0.0,0.0,9.999999999992654e-07
95,,,,-8.900000000000574e-05,-0.00035999999999997145,9.299999999995423e-05,0.0005999999999999894
96,,,,0.0,9.999999999975306e-07,-9.400000000000033e-05,-9.199999999999833e-05
97,,,,1.4999999999876223e-05,0.00013700000000016477,-9.80000000000425e-05,-1.4000000000069512e-05
98,,,,-9.399999999999686e-05,1.9999999999950613e-06,0.0,3.0000000000030003e-06
99,,,,1.000000000001e-06,3.0000000000030003e-06,9.499999999999786e-05,6.0000000000060005e-06
100,,,,0.0001910000000000106,-0.00027800000000000047,9.400000000001074e-05,-8.400000000001462e-05
101,,,,0.0,0.0,0.0,0.0
